ReturnID,OrderID,ProductID,ReturnDate,QuantityReturned,Reason,RefundAmount,Status
RT-01484,ORD-2024-029676,P-0939,2024-10-20,1,Wrong size,146200.0,Approved
RT-01485,ORD-2024-029744,P-0048,2024-10-15,1,Wrong item delivered,1700.0,Approved
RT-01486,ORD-2024-029755,P-0037,2024-10-26,2,Damaged in transit,12800.0,Rejected
RT-01487,ORD-2024-029764,P-0453,2024-10-18,1,Changed mind,234500.0,Approved
RT-01488,ORD-2024-029766,P-0687,2024-10-21,1,Wrong item delivered,18900.0,Pending
RT-01489,ORD-2024-029781,P-0933,2024-10-16,1,Quality below expectation,11100.0,Approved
RT-01490,ORD-2024-029784,P-1095,2024-10-21,1,Damaged in transit,14350.0,Pending
RT-01491,ORD-2024-029806,P-0539,2024-10-23,1,Changed mind,177750.0,Pending
RT-01492,ORD-2024-029848,P-0225,2024-10-17,1,Wrong item delivered,7600.0,Approved
RT-01493,ORD-2024-029870,P-1169,2024-10-23,1,Expired product,17050.0,Approved
RT-01494,ORD-2024-029884,P-0104,2024-10-28,2,Wrong item delivered,66300.0,Approved
RT-01495,ORD-2024-029910,P-0394,2024-10-28,1,Defective on arrival,72700.0,Approved
RT-01496,ORD-2024-029949,P-0456,2024-10-24,1,Defective on arrival,129100.0,Rejected
RT-01497,ORD-2024-029951,P-0609,2024-10-20,1,Expired product,83800.0,Approved
RT-01498,ORD-2024-029953,P-0361,2024-10-19,1,Expired product,22350.0,Approved
RT-01499,ORD-2024-029955,P-0478,2024-10-22,1,Defective on arrival,284450.0,Approved
RT-01500,ORD-2024-029956,P-1072,2024-10-24,1,Quality below expectation,8100.0,Approved
RT-01501,ORD-2024-029998,P-1022,2024-10-25,1,Wrong size,17700.0,Approved
RT-01502,ORD-2024-030042,P-1059,2024-11-02,1,Quality below expectation,41050.0,Approved
RT-01503,ORD-2024-030051,P-1021,2024-10-21,1,Wrong item delivered,61519.5,Approved
RT-01504,ORD-2024-030067,P-1037,2024-10-27,1,Quality below expectation,76950.0,Approved
RT-01505,ORD-2024-030093,P-0982,2024-10-20,2,Quality below expectation,196200.0,Approved
RT-01506,ORD-2024-030102,P-0316,2024-10-24,2,Damaged in transit,41800.0,Approved
RT-01507,ORD-2024-030145,P-0840,2024-10-29,2,Changed mind,14700.0,Approved
RT-01508,ORD-2024-030195,P-1127,2024-10-24,1,Damaged in transit,38550.0,Approved
RT-01509,ORD-2024-030227,P-0941,2024-10-28,1,Changed mind,98600.0,Approved
RT-01510,ORD-2024-030237,P-0933,2024-11-03,1,Quality below expectation,11100.0,Approved
RT-01511,ORD-2024-030256,P-0529,2024-11-01,1,Changed mind,155500.0,Pending
RT-01512,ORD-2024-030283,P-1085,2024-10-26,1,Expired product,10400.0,Approved
RT-01513,ORD-2024-030319,P-0068,2024-11-08,1,Damaged in transit,4900.0,Approved
RT-01514,ORD-2024-030346,P-0480,2024-11-03,1,Wrong item delivered,144100.0,Pending
RT-01515,ORD-2024-030356,P-0467,2024-10-27,1,Changed mind,766550.0,Approved
RT-01516,ORD-2024-030364,P-0361,2024-11-01,1,Changed mind,22350.0,Rejected
RT-01517,ORD-2024-030371,P-1053,2024-11-05,1,Wrong size,70550.0,Approved
RT-01518,ORD-2024-030378,P-0967,2024-10-28,1,Wrong size,89900.0,Approved
RT-01519,ORD-2024-030380,P-0728,2024-11-03,1,Expired product,59754.0,Approved
RT-01520,ORD-2024-030393,P-0740,2024-11-04,1,Damaged in transit,1932.0,Rejected
RT-01521,ORD-2024-030409,P-0445,2024-11-08,1,Defective on arrival,58150.0,Approved
RT-01522,ORD-2024-030415,P-0441,2024-10-30,1,Wrong item delivered,45650.0,Approved
RT-01523,ORD-2024-030424,P-1030,2024-10-30,1,Wrong size,84350.0,Approved
RT-01524,ORD-2024-030439,P-0190,2024-11-05,1,Wrong item delivered,1300.0,Approved
RT-01525,ORD-2024-030486,P-1000,2024-11-07,1,Changed mind,34850.0,Approved
RT-01526,ORD-2024-030487,P-0972,2024-10-28,3,Wrong item delivered,234600.0,Approved
RT-01527,ORD-2024-030489,P-1049,2024-11-05,1,Changed mind,14000.0,Approved
RT-01528,ORD-2024-030493,P-0437,2024-11-09,1,Changed mind,749100.0,Approved
RT-01529,ORD-2024-030519,P-1195,2024-11-06,1,Changed mind,7950.0,Rejected
RT-01530,ORD-2024-030524,P-0461,2024-10-30,1,Changed mind,73850.0,Approved
RT-01531,ORD-2024-030527,P-0712,2024-11-05,1,Expired product,16950.0,Pending
RT-01532,ORD-2024-030536,P-1038,2024-11-05,1,Quality below expectation,25250.0,Approved
RT-01533,ORD-2024-030570,P-0171,2024-11-09,1,Expired product,2700.0,Approved
RT-01534,ORD-2024-030574,P-0409,2024-11-04,1,Damaged in transit,309400.0,Approved
RT-01535,ORD-2024-030581,P-0703,2024-11-09,1,Changed mind,3750.0,Approved
RT-01536,ORD-2024-030611,P-0246,2024-11-05,2,Damaged in transit,1400.0,Approved
RT-01537,ORD-2024-030658,P-0520,2024-11-06,1,Changed mind,339200.0,Approved
RT-01538,ORD-2024-030661,P-0828,2024-11-08,1,Wrong item delivered,19292.0,Approved
RT-01539,ORD-2024-030697,P-0462,2024-11-14,1,Damaged in transit,291950.0,Rejected
RT-01540,ORD-2024-030705,P-0043,2024-11-01,1,Expired product,5200.0,Approved
RT-01541,ORD-2024-030710,P-1053,2024-11-05,1,Changed mind,70550.0,Approved
RT-01542,ORD-2024-030717,P-0393,2024-11-09,1,Changed mind,162981.0,Rejected
RT-01543,ORD-2024-030725,P-1085,2024-11-04,1,Expired product,10400.0,Approved
RT-01544,ORD-2024-030793,P-0502,2024-11-06,1,Wrong item delivered,138900.0,Approved
RT-01545,ORD-2024-030812,P-0559,2024-11-10,1,Defective on arrival,94100.0,Approved
RT-01546,ORD-2024-030824,P-0275,2024-11-10,1,Damaged in transit,3300.0,Approved
RT-01547,ORD-2024-030829,P-0989,2024-11-15,1,Changed mind,61550.0,Approved
RT-01548,ORD-2024-030843,P-0948,2024-11-09,1,Wrong item delivered,62800.0,Rejected
RT-01549,ORD-2024-030884,P-0364,2024-11-07,1,Changed mind,1100.0,Approved
RT-01550,ORD-2024-030902,P-0587,2024-11-15,1,Expired product,4300.0,Approved
RT-01551,ORD-2024-030902,P-0486,2024-11-13,1,Damaged in transit,218600.0,Approved
RT-01552,ORD-2024-030984,P-0372,2024-11-17,1,Expired product,2350.0,Approved
RT-01553,ORD-2024-030990,P-0466,2024-11-12,1,Changed mind,71950.0,Approved
RT-01554,ORD-2024-031007,P-1016,2024-11-11,1,Quality below expectation,27800.0,Approved
RT-01555,ORD-2024-031021,P-0330,2024-11-15,1,Changed mind,31900.0,Approved
RT-01556,ORD-2024-031041,P-0411,2024-11-18,2,Changed mind,1438000.0,Approved
RT-01557,ORD-2024-031086,P-1073,2024-11-21,1,Wrong size,43650.0,Approved
RT-01558,ORD-2024-031094,P-0724,2024-11-21,1,Expired product,22450.0,Approved
RT-01559,ORD-2024-031095,P-0270,2024-11-09,1,Damaged in transit,2150.0,Approved
RT-01560,ORD-2024-031116,P-0011,2024-11-22,1,Expired product,9550.0,Approved
RT-01561,ORD-2024-031131,P-0695,2024-11-10,2,Expired product,1330.0,Approved
RT-01562,ORD-2024-031134,P-0480,2024-11-21,2,Wrong item delivered,288200.0,Approved
RT-01563,ORD-2024-031160,P-0375,2024-11-14,1,Changed mind,1500.0,Approved
RT-01564,ORD-2024-031201,P-0531,2024-11-15,1,Wrong item delivered,59550.0,Approved
RT-01565,ORD-2024-031248,P-0441,2024-11-11,1,Wrong item delivered,45650.0,Approved
RT-01566,ORD-2024-031287,P-0232,2024-11-23,1,Changed mind,4050.0,Approved
RT-01567,ORD-2024-031332,P-1056,2024-11-14,1,Quality below expectation,7600.0,Approved
RT-01568,ORD-2024-031355,P-0192,2024-11-23,1,Wrong item delivered,5750.0,Approved
RT-01569,ORD-2024-031381,P-0541,2024-11-14,1,Wrong item delivered,307991.0,Rejected
RT-01570,ORD-2024-031382,P-0550,2024-11-20,1,Damaged in transit,131350.0,Approved
RT-01571,ORD-2024-031383,P-1034,2024-11-16,1,Wrong size,35150.0,Approved
RT-01572,ORD-2024-031393,P-0547,2024-11-20,1,Changed mind,51250.0,Approved
RT-01573,ORD-2024-031415,P-0104,2024-11-24,1,Damaged in transit,33150.0,Approved
RT-01574,ORD-2024-031440,P-0873,2024-11-22,1,Expired product,8700.0,Approved
RT-01575,ORD-2024-031445,P-0889,2024-11-18,1,Changed mind,600.0,Approved
RT-01576,ORD-2024-031456,P-1034,2024-11-26,1,Changed mind,35150.0,Approved
RT-01577,ORD-2024-031470,P-0189,2024-11-29,1,Damaged in transit,2850.0,Rejected
RT-01578,ORD-2024-031475,P-0014,2024-11-23,1,Wrong item delivered,950.0,Approved
RT-01579,ORD-2024-031478,P-0304,2024-11-18,1,Wrong item delivered,3900.0,Rejected
RT-01580,ORD-2024-031488,P-0893,2024-11-24,1,Wrong item delivered,1450.0,Approved
RT-01581,ORD-2024-031524,P-0119,2024-11-30,1,Wrong item delivered,1350.0,Approved
RT-01582,ORD-2024-031528,P-0596,2024-11-27,2,Expired product,177300.0,Approved
RT-01583,ORD-2024-031533,P-0422,2024-11-26,1,Defective on arrival,94500.0,Approved
RT-01584,ORD-2024-031546,P-0022,2024-12-01,1,Wrong item delivered,7750.0,Approved
RT-01585,ORD-2024-031548,P-0506,2024-11-19,1,Damaged in transit,839500.0,Approved
RT-01586,ORD-2024-031566,P-0746,2024-11-20,1,Damaged in transit,4800.0,Rejected
RT-01587,ORD-2024-031599,P-0283,2024-11-30,1,Damaged in transit,4900.0,Rejected
RT-01588,ORD-2024-031633,P-0636,2024-11-22,1,Expired product,5050.0,Approved
RT-01589,ORD-2024-031645,P-0413,2024-11-23,1,Changed mind,668800.0,Approved
RT-01590,ORD-2024-031659,P-0479,2024-12-01,1,Damaged in transit,174750.0,Approved
RT-01591,ORD-2024-031665,P-0599,2024-12-01,1,Wrong item delivered,1650.0,Approved
RT-01592,ORD-2024-031672,P-0525,2024-11-26,1,Changed mind,6900.0,Approved
RT-01593,ORD-2024-031706,P-1046,2024-11-27,1,Changed mind,71400.0,Approved
RT-01594,ORD-2024-031717,P-0262,2024-11-28,1,Damaged in transit,350.0,Approved
RT-01595,ORD-2024-031754,P-0398,2024-12-05,1,Changed mind,42400.0,Rejected
RT-01596,ORD-2024-031758,P-0030,2024-11-26,2,Damaged in transit,4800.0,Approved
RT-01597,ORD-2024-031768,P-0950,2024-11-30,1,Quality below expectation,64300.0,Approved
RT-01598,ORD-2024-031792,P-0489,2024-11-29,1,Wrong item delivered,45350.0,Approved
RT-01599,ORD-2024-031792,P-0502,2024-12-01,1,Changed mind,138900.0,Approved
RT-01600,ORD-2024-031801,P-0381,2024-11-27,3,Damaged in transit,1232700.0,Pending
RT-01601,ORD-2024-031806,P-0170,2024-12-07,1,Expired product,2400.0,Approved
RT-01602,ORD-2024-031844,P-0946,2024-11-26,1,Wrong size,70300.0,Approved
RT-01603,ORD-2024-031870,P-0625,2024-11-28,1,Wrong item delivered,58995.0,Approved
RT-01604,ORD-2024-031870,P-0362,2024-11-25,1,Expired product,2500.0,Rejected
RT-01605,ORD-2024-031924,P-1035,2024-12-03,1,Quality below expectation,100250.0,Approved
RT-01606,ORD-2024-031941,P-0956,2024-11-27,1,Wrong size,63950.0,Approved
RT-01607,ORD-2024-031958,P-1152,2024-11-26,1,Expired product,3150.0,Approved
RT-01608,ORD-2024-031993,P-0520,2024-11-27,1,Damaged in transit,339200.0,Approved
RT-01609,ORD-2024-032000,P-0546,2024-12-08,1,Damaged in transit,85712.0,Approved
RT-01610,ORD-2024-032016,P-1183,2024-11-27,2,Expired product,20200.0,Approved
RT-01611,ORD-2024-032032,P-0064,2024-12-03,1,Damaged in transit,1800.0,Rejected
RT-01612,ORD-2024-032073,P-0033,2024-11-28,5,Expired product,7750.0,Approved
RT-01613,ORD-2024-032092,P-0568,2024-11-27,1,Changed mind,38650.0,Pending
RT-01614,ORD-2024-032100,P-0441,2024-12-07,1,Changed mind,31955.0,Approved
RT-01615,ORD-2024-032106,P-0395,2024-12-01,1,Damaged in transit,61650.0,Approved
RT-01616,ORD-2024-032108,P-0971,2024-11-30,2,Quality below expectation,176300.0,Approved
RT-01617,ORD-2024-032114,P-0954,2024-12-01,1,Quality below expectation,68145.0,Approved
RT-01618,ORD-2024-032172,P-0104,2024-12-02,1,Expired product,23205.0,Approved
RT-01619,ORD-2024-032184,P-0112,2024-11-29,1,Changed mind,7800.0,Approved
RT-01620,ORD-2024-032237,P-0530,2024-12-06,1,Changed mind,53650.0,Approved
RT-01621,ORD-2024-032243,P-0452,2024-12-11,1,Defective on arrival,29500.0,Approved
RT-01622,ORD-2024-032246,P-0935,2024-12-08,2,Wrong size,96551.0,Rejected
RT-01623,ORD-2024-032253,P-0482,2024-11-29,1,Wrong item delivered,81800.0,Pending
RT-01624,ORD-2024-032254,P-0994,2024-12-02,2,Wrong item delivered,220800.0,Approved
RT-01625,ORD-2024-032255,P-0449,2024-11-29,2,Defective on arrival,186200.0,Approved
RT-01626,ORD-2024-032258,P-1043,2024-11-29,1,Changed mind,17955.0,Approved
RT-01627,ORD-2024-032321,P-0891,2024-12-08,1,Changed mind,4950.0,Pending
RT-01628,ORD-2024-032322,P-0175,2024-12-06,1,Wrong item delivered,28650.0,Approved
RT-01629,ORD-2024-032347,P-0706,2024-12-04,1,Damaged in transit,28116.0,Approved
RT-01630,ORD-2024-032393,P-0397,2024-12-01,1,Defective on arrival,133150.0,Approved
RT-01631,ORD-2024-032411,P-0744,2024-12-07,1,Expired product,5950.0,Approved
RT-01632,ORD-2024-032461,P-0712,2024-12-11,1,Changed mind,14916.0,Approved
RT-01633,ORD-2024-032492,P-0139,2024-12-13,1,Damaged in transit,7161.0,Pending
RT-01634,ORD-2024-032500,P-0407,2024-12-10,1,Changed mind,179150.0,Approved
RT-01635,ORD-2024-032559,P-0571,2024-12-08,1,Expired product,77550.0,Approved
RT-01636,ORD-2024-032636,P-1049,2024-12-03,1,Quality below expectation,14000.0,Approved
RT-01637,ORD-2024-032645,P-0890,2024-12-03,1,Damaged in transit,2508.0,Approved
RT-01638,ORD-2024-032646,P-0114,2024-12-02,2,Expired product,8000.0,Approved
RT-01639,ORD-2024-032686,P-0946,2024-12-10,1,Wrong size,70300.0,Approved
RT-01640,ORD-2024-032702,P-0454,2024-12-10,1,Damaged in transit,127800.0,Approved
RT-01641,ORD-2024-032716,P-0199,2024-12-08,1,Wrong item delivered,3000.0,Approved
RT-01642,ORD-2024-032730,P-0162,2024-12-05,1,Changed mind,27968.0,Approved
RT-01643,ORD-2024-032750,P-0285,2024-12-06,1,Damaged in transit,900.0,Approved
RT-01644,ORD-2024-032756,P-0402,2024-12-11,1,Wrong item delivered,110704.0,Approved
RT-01645,ORD-2024-032773,P-0218,2024-12-08,1,Wrong item delivered,9300.0,Approved
RT-01646,ORD-2024-032832,P-0601,2024-12-07,1,Changed mind,18200.0,Approved
RT-01647,ORD-2024-032857,P-0868,2024-12-04,1,Changed mind,1050.0,Approved
RT-01648,ORD-2024-032881,P-1063,2024-12-02,1,Quality below expectation,62260.0,Approved
RT-01649,ORD-2024-032890,P-0520,2024-12-13,1,Damaged in transit,339200.0,Approved
RT-01650,ORD-2024-032896,P-0463,2024-12-13,1,Wrong item delivered,81550.0,Approved
RT-01651,ORD-2024-032913,P-1064,2024-12-14,2,Changed mind,85800.0,Approved
RT-01652,ORD-2024-032933,P-0997,2024-12-10,1,Changed mind,131692.0,Rejected
RT-01653,ORD-2024-032940,P-0458,2024-12-05,3,Damaged in transit,212652.0,Approved
RT-01654,ORD-2024-032945,P-1050,2024-12-02,1,Changed mind,28644.0,Approved
RT-01655,ORD-2024-032951,P-0451,2024-12-13,1,Wrong item delivered,324300.0,Pending
RT-01656,ORD-2024-032955,P-0145,2024-12-04,1,Wrong item delivered,36550.0,Approved
RT-01657,ORD-2024-032957,P-0316,2024-12-16,1,Wrong item delivered,20900.0,Approved
RT-01658,ORD-2024-032987,P-0848,2024-12-09,1,Changed mind,10400.0,Rejected
RT-01659,ORD-2024-032991,P-0515,2024-12-04,1,Defective on arrival,51744.0,Approved
RT-01660,ORD-2024-033022,P-0439,2024-12-04,1,Wrong item delivered,25600.0,Approved
RT-01661,ORD-2024-033038,P-1031,2024-12-16,1,Wrong size,54215.0,Approved
RT-01662,ORD-2024-033042,P-0069,2024-12-05,1,Damaged in transit,6350.0,Approved
RT-01663,ORD-2024-033087,P-1143,2024-12-08,1,Expired product,56550.0,Rejected
RT-01664,ORD-2024-033088,P-1047,2024-12-15,1,Changed mind,99400.0,Approved
RT-01665,ORD-2024-033090,P-0408,2024-12-03,1,Damaged in transit,147550.0,Pending
RT-01666,ORD-2024-033098,P-0450,2024-12-15,1,Changed mind,222705.0,Rejected
RT-01667,ORD-2024-033106,P-0552,2024-12-07,1,Wrong item delivered,72600.0,Approved
RT-01668,ORD-2024-033110,P-0995,2024-12-07,1,Wrong size,103664.0,Approved
RT-01669,ORD-2024-033181,P-0246,2024-12-08,1,Damaged in transit,700.0,Approved
RT-01670,ORD-2024-033227,P-0154,2024-12-14,1,Damaged in transit,4750.0,Approved
RT-01671,ORD-2024-033255,P-0957,2024-12-17,1,Wrong size,87250.0,Approved
RT-01672,ORD-2024-033297,P-0080,2024-12-12,1,Expired product,6100.0,Approved
RT-01673,ORD-2024-033302,P-0107,2024-12-18,1,Damaged in transit,6250.0,Approved
RT-01674,ORD-2024-033373,P-0028,2024-12-15,1,Changed mind,4950.0,Approved
RT-01675,ORD-2024-033445,P-0497,2024-12-16,2,Changed mind,208200.0,Pending
RT-01676,ORD-2024-033463,P-0724,2024-12-13,1,Damaged in transit,22450.0,Pending
RT-01677,ORD-2024-033506,P-0024,2024-12-11,1,Expired product,1850.0,Approved
RT-01678,ORD-2024-033509,P-0975,2024-12-09,1,Changed mind,62300.0,Approved
RT-01679,ORD-2024-033516,P-0452,2024-12-18,1,Wrong item delivered,29500.0,Approved
RT-01680,ORD-2024-033527,P-0437,2024-12-23,1,Changed mind,749100.0,Approved
RT-01681,ORD-2024-033555,P-0259,2024-12-14,2,Damaged in transit,6600.0,Approved
RT-01682,ORD-2024-033566,P-0400,2024-12-22,2,Wrong item delivered,182700.0,Approved
RT-01683,ORD-2024-033582,P-0529,2024-12-12,1,Defective on arrival,155500.0,Pending
RT-01684,ORD-2024-033585,P-0466,2024-12-14,1,Changed mind,71950.0,Approved
RT-01685,ORD-2024-033587,P-0424,2024-12-14,1,Wrong item delivered,397050.0,Approved
RT-01686,ORD-2024-033611,P-0963,2024-12-23,1,Wrong item delivered,91900.0,Approved
RT-01687,ORD-2024-033627,P-0971,2024-12-14,1,Wrong item delivered,88150.0,Approved
RT-01688,ORD-2024-033635,P-0470,2024-12-11,1,Damaged in transit,71450.0,Pending
RT-01689,ORD-2024-033736,P-0149,2024-12-14,1,Wrong item delivered,3550.0,Approved
RT-01690,ORD-2024-033742,P-1075,2024-12-20,1,Changed mind,19600.0,Rejected
RT-01691,ORD-2024-033753,P-1058,2024-12-23,1,Changed mind,24100.0,Approved
RT-01692,ORD-2024-033754,P-1008,2024-12-21,1,Quality below expectation,14000.0,Approved
RT-01693,ORD-2024-033760,P-1035,2024-12-19,1,Changed mind,100250.0,Approved
RT-01694,ORD-2024-033786,P-0265,2024-12-14,1,Damaged in transit,3442.5,Approved
RT-01695,ORD-2024-033788,P-0868,2024-12-23,2,Expired product,2100.0,Approved
RT-01696,ORD-2024-033790,P-0048,2024-12-23,1,Wrong item delivered,1700.0,Pending
RT-01697,ORD-2024-033831,P-0870,2024-12-17,1,Damaged in transit,800.0,Approved
RT-01698,ORD-2024-033832,P-0107,2024-12-18,3,Changed mind,18750.0,Approved
RT-01699,ORD-2024-033858,P-0167,2024-12-21,1,Changed mind,1785.0,Approved
RT-01700,ORD-2024-033876,P-0442,2024-12-22,1,Damaged in transit,385350.0,Rejected
RT-01701,ORD-2024-033883,P-1180,2024-12-26,1,Wrong item delivered,11800.0,Approved
RT-01702,ORD-2024-033903,P-0081,2024-12-24,2,Expired product,8400.0,Approved
RT-01703,ORD-2024-033930,P-1049,2024-12-20,1,Wrong item delivered,14000.0,Pending
RT-01704,ORD-2024-033936,P-0187,2024-12-23,1,Changed mind,2507.5,Approved
RT-01705,ORD-2024-033958,P-0616,2024-12-16,1,Damaged in transit,40200.0,Approved
RT-01706,ORD-2024-033978,P-0083,2024-12-27,1,Wrong item delivered,4750.0,Approved
RT-01707,ORD-2024-034005,P-1143,2024-12-25,1,Damaged in transit,56550.0,Approved
RT-01708,ORD-2024-034048,P-0323,2024-12-25,1,Expired product,8950.0,Approved
RT-01709,ORD-2024-034069,P-1105,2024-12-26,1,Wrong item delivered,9500.0,Approved
RT-01710,ORD-2024-034080,P-0545,2024-12-25,1,Changed mind,621900.0,Approved
RT-01711,ORD-2024-034092,P-0844,2024-12-31,1,Changed mind,8450.0,Rejected
RT-01712,ORD-2024-034104,P-0487,2024-12-29,1,Damaged in transit,72800.0,Pending
RT-01713,ORD-2024-034106,P-0243,2024-12-19,2,Expired product,2400.0,Approved
RT-01714,ORD-2024-034125,P-0305,2024-12-26,1,Changed mind,4700.0,Approved
RT-01715,ORD-2024-034126,P-1115,2025-01-01,1,Damaged in transit,3850.0,Approved
RT-01716,ORD-2024-034132,P-0140,2024-12-26,2,Wrong item delivered,4200.0,Rejected
RT-01717,ORD-2024-034165,P-1069,2024-12-26,2,Wrong size,76800.0,Approved
RT-01718,ORD-2024-034200,P-0597,2024-12-29,1,Wrong item delivered,1100.0,Pending
RT-01719,ORD-2024-034269,P-0108,2024-12-25,1,Wrong item delivered,1232.5,Approved
RT-01720,ORD-2024-034320,P-0617,2024-12-21,2,Expired product,2900.0,Approved
RT-01721,ORD-2024-034380,P-0112,2025-01-03,1,Damaged in transit,7800.0,Approved
RT-01722,ORD-2024-034395,P-0560,2024-12-30,1,Changed mind,21111.0,Approved
RT-01723,ORD-2024-034411,P-0385,2025-01-03,1,Damaged in transit,120700.0,Approved
RT-01724,ORD-2024-034427,P-0393,2024-12-23,1,Defective on arrival,179100.0,Rejected
RT-01725,ORD-2024-034459,P-1057,2024-12-27,1,Quality below expectation,89300.0,Rejected
RT-01726,ORD-2024-034461,P-0258,2024-12-28,1,Damaged in transit,5227.5,Approved
RT-01727,ORD-2024-034470,P-0931,2024-12-31,1,Quality below expectation,34350.0,Approved
RT-01728,ORD-2024-034555,P-0455,2024-12-30,1,Damaged in transit,111350.0,Approved
RT-01729,ORD-2024-034563,P-0317,2025-01-02,1,Wrong item delivered,7900.0,Approved
RT-01730,ORD-2024-034568,P-0534,2025-01-01,1,Wrong item delivered,162100.0,Rejected
RT-01731,ORD-2024-034575,P-0719,2025-01-07,1,Expired product,25150.0,Approved
RT-01732,ORD-2024-034583,P-0494,2024-12-27,1,Defective on arrival,220600.0,Approved
RT-01733,ORD-2024-034586,P-1048,2025-01-03,1,Quality below expectation,86600.0,Approved
RT-01734,ORD-2024-034646,P-0473,2024-12-28,1,Wrong item delivered,409650.0,Approved
RT-01735,ORD-2024-034648,P-0280,2025-01-03,1,Wrong item delivered,11000.0,Approved
RT-01736,ORD-2024-034657,P-1011,2025-01-08,1,Quality below expectation,55100.0,Approved
RT-01737,ORD-2024-034661,P-0955,2024-12-28,1,Wrong size,35550.0,Approved
RT-01738,ORD-2024-034668,P-0956,2024-12-30,1,Changed mind,63950.0,Approved
RT-01739,ORD-2024-034669,P-0405,2025-01-06,1,Wrong item delivered,119150.0,Approved
RT-01740,ORD-2024-034671,P-1137,2025-01-03,1,Expired product,5750.0,Approved
RT-01741,ORD-2024-034706,P-1168,2025-01-04,1,Expired product,15150.0,Pending
RT-01742,ORD-2024-034708,P-0379,2024-12-29,1,Damaged in transit,3550.0,Approved
RT-01743,ORD-2024-034739,P-0005,2024-12-31,1,Expired product,1900.0,Approved
RT-01744,ORD-2024-034748,P-0987,2025-01-05,1,Wrong item delivered,69450.0,Approved
RT-01745,ORD-2024-034849,P-0571,2025-01-04,1,Damaged in transit,77550.0,Approved
RT-01746,ORD-2024-034849,P-1034,2025-01-04,1,Quality below expectation,35150.0,Approved
RT-01747,ORD-2024-034888,P-0241,2025-01-05,1,Wrong item delivered,19400.0,Approved
RT-01748,ORD-2024-034910,P-1103,2025-01-10,1,Wrong item delivered,11150.0,Approved
RT-01749,ORD-2024-034935,P-0726,2025-01-10,2,Expired product,66700.0,Approved
RT-01750,ORD-2024-034965,P-0385,2025-01-04,1,Defective on arrival,120700.0,Pending
RT-01751,ORD-2024-034966,P-1062,2025-01-06,1,Wrong size,83550.0,Approved
RT-01752,ORD-2024-034967,P-0356,2025-01-10,1,Expired product,3412.5,Approved
RT-01753,ORD-2024-034976,P-0709,2025-01-12,1,Changed mind,2100.0,Approved
RT-01754,ORD-2024-035016,P-0707,2025-01-03,1,Wrong item delivered,3400.0,Approved
RT-01755,ORD-2024-035019,P-1134,2024-12-31,1,Wrong item delivered,11300.0,Approved
RT-01756,ORD-2024-035029,P-0072,2025-01-09,1,Changed mind,3550.0,Approved
RT-01757,ORD-2024-035063,P-0511,2025-01-08,1,Damaged in transit,286350.0,Pending
RT-01758,ORD-2024-035075,P-0195,2025-01-07,1,Expired product,2750.0,Pending
RT-01759,ORD-2024-035086,P-1102,2025-01-05,1,Damaged in transit,7400.0,Approved
RT-01760,ORD-2024-035120,P-0674,2025-01-08,2,Wrong item delivered,11800.0,Approved
RT-01761,ORD-2024-035194,P-1177,2025-01-02,1,Damaged in transit,33500.0,Approved
RT-01762,ORD-2024-035230,P-0473,2025-01-05,1,Damaged in transit,409650.0,Rejected
RT-01763,ORD-2024-035231,P-0546,2025-01-06,1,Wrong item delivered,97400.0,Approved
RT-01764,ORD-2024-035233,P-0502,2025-01-04,1,Defective on arrival,138900.0,Approved
RT-01765,ORD-2024-035235,P-0954,2025-01-01,1,Quality below expectation,97350.0,Approved
RT-01766,ORD-2024-035235,P-0406,2025-01-10,1,Wrong item delivered,376050.0,Approved
RT-01767,ORD-2024-035238,P-0987,2025-01-03,1,Changed mind,69450.0,Approved
RT-01768,ORD-2025-035247,P-0882,2025-01-11,1,Expired product,8150.0,Approved
RT-01769,ORD-2025-035264,P-0052,2025-01-06,2,Wrong item delivered,6200.0,Approved
RT-01770,ORD-2025-035291,P-1003,2025-01-02,1,Quality below expectation,43250.0,Approved
RT-01771,ORD-2025-035300,P-1071,2025-01-09,1,Quality below expectation,86800.0,Approved
RT-01772,ORD-2025-035328,P-0988,2025-01-03,1,Changed mind,27850.0,Approved
RT-01773,ORD-2025-035339,P-0233,2025-01-09,1,Changed mind,1500.0,Rejected
RT-01774,ORD-2025-035354,P-0035,2025-01-06,1,Damaged in transit,12950.0,Approved
RT-01775,ORD-2025-035374,P-0782,2025-01-12,1,Damaged in transit,7000.0,Approved
RT-01776,ORD-2025-035381,P-0416,2025-01-15,1,Damaged in transit,84200.0,Approved
RT-01777,ORD-2025-035386,P-0408,2025-01-05,1,Damaged in transit,147550.0,Approved
RT-01778,ORD-2025-035393,P-0947,2025-01-16,1,Quality below expectation,104250.0,Approved
RT-01779,ORD-2025-035398,P-1192,2025-01-13,2,Expired product,32500.0,Approved
RT-01780,ORD-2025-035404,P-1035,2025-01-07,1,Wrong size,100250.0,Approved
RT-01781,ORD-2025-035437,P-0196,2025-01-17,1,Wrong item delivered,5082.5,Approved
RT-01782,ORD-2025-035455,P-0447,2025-01-08,1,Wrong item delivered,81050.0,Approved
RT-01783,ORD-2025-035460,P-0998,2025-01-15,1,Quality below expectation,45900.0,Rejected
RT-01784,ORD-2025-035461,P-0488,2025-01-14,1,Wrong item delivered,18800.0,Approved
